exchange,symbol,timestamp,local_timestamp,type,strike_price,expiration,open_interest,last_price,bid_price,bid_amount,bid_iv,ask_price,ask_amount,ask_iv,mark_price,mark_iv,underlying_index,underlying_price,delta,gamma,vega,theta,rho
deribit,BTC-31JAN25-94000-C,2025-01-01 00:00:02.452,2025-01-01 00:00:02.459096,call,94000.0,2025-01-31 08:00:00,619.1,0.067,0.067,18.4,56.77,0.068,5.9,58.08,0.0677,57.36,BTC-31JAN25,94357.29,0.54206,3e-05,107.91377,-102.025,37.19903
deribit,BTC-10JAN25-94000-C,2025-01-01 00:00:05.198,2025-01-01 00:00:05.207054,call,94000.0,2025-01-10 08:00:00,139.7,0.0315,0.032,46.3,53.17,0.033,1.4,53.95,0.0327,53.44,BTC-10JAN25,93722.88,0.50326,5e-05,59.78788,-171.15223,11.27798
deribit,BTC-1JAN25-93500-P,2025-01-01 00:00:05.281,2025-01-01 00:00:05.286305,put,93500.0,2025-01-01 08:00:00,29.4,0.005,0.0046,0.6,32.09,0.0055,6.2,40.43,0.0054,39.91,SYN.BTC-1JAN25,93388.1163,-0.53714,0.00035,11.21003,-223.70584,-0.46275
deribit,BTC-31JAN25-93000-C,2025-01-01 00:00:05.495,2025-01-01 00:00:05.500843,call,93000.0,2025-01-31 08:00:00,96.9,0.077,0.072,17.2,56.61,0.073,5.7,57.93,0.0727,57.26,BTC-31JAN25,94356.17,0.56759,3e-05,106.95494,-100.94795,38.80328
deribit,BTC-31JAN25-95000-P,2025-01-01 00:00:05.658,2025-01-01 00:00:05.661677,put,95000.0,2025-01-31 08:00:00,1079.2,0.0695,0.069,30.0,56.85,0.071,40.6,58.16,0.0698,57.52,BTC-31JAN25,94356.17,-0.48329,3e-05,108.42087,-102.79388,-43.36789
deribit,BTC-1JAN25-93500-P,2025-01-01 00:00:05.974,2025-01-01 00:00:05.982894,put,93500.0,2025-01-01 08:00:00,29.4,0.005,0.0047,0.2,32.09,0.0055,0.2,40.43,0.0054,39.91,SYN.BTC-1JAN25,93388.1163,-0.53714,0.00035,11.21003,-223.70584,-0.46275
deribit,BTC-10JAN25-94000-P,2025-01-01 00:00:06.369,2025-01-01 00:00:06.377204,put,94000.0,2025-01-10 08:00:00,92.4,0.036,0.035,21.1,52.45,0.0355,0.5,54.02,0.0356,53.44,BTC-10JAN25,93722.86,-0.49674,5e-05,59.78787,-171.15377,-12.75857
deribit,BTC-17JAN25-92000-C,2025-01-01 00:00:06.541,2025-01-01 00:00:06.553944,call,92000.0,2025-01-17 08:00:00,10.1,0.0615,0.0555,29.8,53.25,0.058,34.0,55.08,0.0563,54.23,SYN.BTC-17JAN25,93933.4067,0.59431,4e-05,77.0468,-127.9158,22.61446
deribit,BTC-31JAN25-92000-C,2025-01-01 00:00:06.557,2025-01-01 00:00:06.568680,call,92000.0,2025-01-31 08:00:00,237.6,0.0785,0.077,34.6,56.67,0.0795,39.8,57.56,0.0782,57.23,BTC-31JAN25,94348.91,0.59301,2e-05,105.54496,-99.56233,40.37169
deribit,BTC-31JAN25-94000-C,2025-01-01 00:00:06.558,2025-01-01 00:00:06.563627,call,94000.0,2025-01-31 08:00:00,619.1,0.067,0.0665,48.9,56.8,0.068,12.5,57.68,0.0677,57.36,BTC-31JAN25,94348.91,0.54184,3e-05,107.9103,-102.02047,37.18236
deribit,BTC-31JAN25-94000-P,2025-01-01 00:00:06.558,2025-01-01 00:00:06.564054,put,94000.0,2025-01-31 08:00:00,585.6,0.0645,0.0635,12.7,56.98,0.065,26.8,57.85,0.0639,57.36,BTC-31JAN25,94348.91,-0.45816,3e-05,107.9103,-102.02047,-40.93636
deribit,BTC-1JAN25-93500-P,2025-01-01 00:00:07.591,2025-01-01 00:00:07.598555,put,93500.0,2025-01-01 08:00:00,29.4,0.005,0.0048,1.8,33.76,0.0055,0.2,40.43,0.0054,39.91,SYN.BTC-1JAN25,93388.1163,-0.53714,0.00035,11.21004,-223.71777,-0.46274
deribit,BTC-17JAN25-94000-P,2025-01-01 00:00:07.611,2025-01-01 00:00:07.618352,put,94000.0,2025-01-17 08:00:00,6.3,0.0455,0.0455,34.0,53.5,0.047,12.5,54.69,0.0462,54.35,SYN.BTC-17JAN25,93933.4067,-0.47954,4e-05,79.16791,-131.71433,-22.09933
deribit,BTC-1JAN25-93500-P,2025-01-01 00:00:07.759,2025-01-01 00:00:07.763809,put,93500.0,2025-01-01 08:00:00,29.4,0.005,0.0048,21.7,33.76,0.006,26.2,40.43,0.0054,39.91,SYN.BTC-1JAN25,93388.1163,-0.53714,0.00035,11.21004,-223.71777,-0.46274
deribit,BTC-17JAN25-92000-C,2025-01-01 00:00:08.006,2025-01-01 00:00:08.011977,call,92000.0,2025-01-17 08:00:00,10.1,0.0615,0.0555,29.8,53.3,0.0575,6.0,56.35,0.0563,54.23,SYN.BTC-17JAN25,93926.2133,0.59405,4e-05,77.05316,-127.92648,22.60358
deribit,BTC-3JAN25-94000-P,2025-01-01 00:00:08.670,2025-01-01 00:00:08.675801,put,94000.0,2025-01-03 08:00:00,674.4,0.019,0.0195,19.8,50.71,0.0205,9.3,55.43,0.0197,53.19,BTC-3JAN25,93504.97,-0.54097,0.0001,29.668,-338.18342,-3.35194
deribit,BTC-31JAN25-93000-C,2025-01-01 00:00:15.104,2025-01-01 00:00:15.112972,call,93000.0,2025-01-31 08:00:00,96.9,0.077,0.0715,48.7,56.71,0.073,9.8,57.59,0.0726,57.26,BTC-31JAN25,94333.54,0.56702,3e-05,106.95563,-100.94546,38.75864
deribit,BTC-10JAN25-93000-C,2025-01-01 00:00:16.234,2025-01-01 00:00:16.243831,call,93000.0,2025-01-10 08:00:00,30.4,0.0385,0.037,36.4,52.94,0.0385,12.8,54.52,0.0378,53.33,BTC-10JAN25,93699.77,0.55193,5e-05,59.268,-169.33596,12.31961
deribit,BTC-17JAN25-94000-C,2025-01-01 00:00:16.338,2025-01-01 00:00:16.347754,call,94000.0,2025-01-17 08:00:00,11.5,0.0465,0.045,22.1,53.89,0.0455,0.6,55.07,0.0454,54.35,SYN.BTC-17JAN25,93910.6867,0.51963,4e-05,79.15713,-131.70109,19.92933
deribit,BTC-31JAN25-96000-P,2025-01-01 00:00:17.436,2025-01-01 00:00:17.442564,put,96000.0,2025-01-31 08:00:00,682.2,0.0775,0.0755,17.5,56.77,0.077,15.3,58.51,0.076,57.67,BTC-31JAN25,94333.91,-0.50885,3e-05,108.46378,-103.10815,-45.85253
deribit,BTC-10JAN25-93000-C,2025-01-01 00:00:26.563,2025-01-01 00:00:26.570843,call,93000.0,2025-01-10 08:00:00,30.4,0.0385,0.0375,22.7,52.91,0.039,37.1,54.49,0.0378,53.33,BTC-10JAN25,93703.24,0.5521,5e-05,59.26684,-169.33766,12.32369
deribit,BTC-31JAN25-92000-C,2025-01-01 00:00:26.987,2025-01-01 00:00:26.990466,call,92000.0,2025-01-31 08:00:00,237.6,0.0785,0.0775,6.0,56.29,0.0795,34.3,58.52,0.0781,57.23,BTC-31JAN25,94335.35,0.59267,2e-05,105.55147,-99.57334,40.34484
deribit,BTC-2JAN25-93000-C,2025-01-01 00:00:27.819,2025-01-01 00:00:27.826041,call,93000.0,2025-01-02 08:00:00,28.9,0.018,0.014,4.0,45.87,0.0145,0.4,50.08,0.014,47.89,SYN.BTC-2JAN25,93432.0603,0.5693,0.00015,22.18755,-398.48534,1.89534
deribit,BTC-1JAN25-93500-P,2025-01-01 00:00:33.669,2025-01-01 00:00:33.678248,put,93500.0,2025-01-01 08:00:00,29.4,0.005,0.0046,21.8,33.18,0.006,26.2,40.69,0.0054,39.95,SYN.BTC-1JAN25,93392.4547,-0.53562,0.00035,11.20279,-223.75462,-0.46048
deribit,BTC-31JAN25-92000-C,2025-01-01 00:00:37.685,2025-01-01 00:00:37.693696,call,92000.0,2025-01-31 08:00:00,237.6,0.0785,0.0775,23.6,56.6,0.079,1.0,58.39,0.0782,57.23,BTC-31JAN25,94362.52,0.59335,2e-05,105.53731,-99.56357,40.39701
deribit,BTC-31JAN25-94000-P,2025-01-01 00:00:42.949,2025-01-01 00:00:42.953422,put,94000.0,2025-01-31 08:00:00,585.6,0.0645,0.063,29.5,57.05,0.0645,11.4,57.92,0.0638,57.34,BTC-31JAN25,94362.96,-0.4578,3e-05,107.91503,-102.00608,-40.90668
deribit,BTC-17JAN25-92000-C,2025-01-01 00:00:43.254,2025-01-01 00:00:43.260999,call,92000.0,2025-01-17 08:00:00,10.1,0.0615,0.056,0.9,53.13,0.057,0.9,54.96,0.0564,54.23,SYN.BTC-17JAN25,93950.5567,0.59493,4e-05,77.02961,-127.88112,22.63987
deribit,BTC-10JAN25-95000-P,2025-01-01 00:00:53.961,2025-01-01 00:00:53.969651,put,95000.0,2025-01-10 08:00:00,71.9,0.035,0.0405,32.5,52.85,0.042,12.6,54.43,0.0415,53.58,BTC-10JAN25,93751.65,-0.54441,5e-05,59.43498,-170.60453,-14.04419
deribit,BTC-10JAN25-94000-C,2025-01-01 00:00:53.979,2025-01-01 00:00:53.986119,call,94000.0,2025-01-10 08:00:00,139.7,0.0315,0.0325,20.1,52.94,0.0335,22.7,53.73,0.0328,53.43,BTC-10JAN25,93751.65,0.50469,5e-05,59.80187,-171.20005,11.31149
deribit,BTC-17JAN25-94000-C,2025-01-01 00:00:54.065,2025-01-01 00:00:54.073017,call,94000.0,2025-01-17 08:00:00,11.5,0.0465,0.045,42.2,53.62,0.0465,18.3,54.8,0.0456,54.35,SYN.BTC-17JAN25,93956.07,0.5213,4e-05,79.17664,-131.73367,19.99891
deribit,BTC-17JAN25-95000-P,2025-01-01 00:00:54.189,2025-01-01 00:00:54.208096,put,95000.0,2025-01-17 08:00:00,21.4,0.0415,0.051,33.5,53.92,0.053,35.5,55.7,0.052,54.57,SYN.BTC-17JAN25,93956.07,-0.51516,4e-05,79.23241,-132.35445,-23.84682
deribit,BTC-1JAN25-93500-P,2025-01-01 00:00:54.233,2025-01-01 00:00:54.238077,put,93500.0,2025-01-01 08:00:00,29.4,0.005,0.0045,20.2,34.52,0.005,0.6,41.18,0.0054,39.96,SYN.BTC-1JAN25,93402.8067,-0.53195,0.00035,11.21281,-224.05827,-0.45736
deribit,BTC-17JAN25-93000-C,2025-01-01 00:00:54.713,2025-01-01 00:00:54.721886,call,93000.0,2025-01-17 08:00:00,3.4,0.0565,0.0505,19.6,53.3,0.0515,1.0,55.1,0.0508,54.26,SYN.BTC-17JAN25,93956.07,0.55824,4e-05,78.44337,-130.30082,21.33387
deribit,BTC-2JAN25-93000-C,2025-01-01 00:01:04.816,2025-01-01 00:01:04.822219,call,93000.0,2025-01-02 08:00:00,28.9,0.018,0.014,4.0,46.47,0.015,24.0,48.59,0.0143,47.95,SYN.BTC-2JAN25,93492.0152,0.57793,0.00014,22.10553,-397.68875,1.92376
deribit,BTC-17JAN25-92000-C,2025-01-01 00:01:04.836,2025-01-01 00:01:04.843223,call,92000.0,2025-01-17 08:00:00,10.1,0.0615,0.056,30.7,53.56,0.058,33.4,54.78,0.0566,54.23,SYN.BTC-17JAN25,93977.0733,0.59588,4e-05,77.00561,-127.84222,22.67992
deribit,BTC-10JAN25-94000-P,2025-01-01 00:01:04.840,2025-01-01 00:01:04.847883,put,94000.0,2025-01-10 08:00:00,92.4,0.036,0.0345,31.4,52.91,0.0355,0.5,53.7,0.0353,53.44,BTC-10JAN25,93774.8,-0.49415,5e-05,59.81435,-171.24757,-12.69562
deribit,BTC-17JAN25-96000-P,2025-01-01 00:01:07.441,2025-01-01 00:01:08.035466,put,96000.0,2025-01-17 08:00:00,16.2,0.0465,0.0575,22.1,53.95,0.0595,23.4,56.34,0.0581,54.71,SYN.BTC-17JAN25,93985.8133,-0.54988,4e-05,78.69389,-131.7938,-25.57059
deribit,BTC-17JAN25-94000-C,2025-01-01 00:01:08.074,2025-01-01 00:01:08.085260,call,94000.0,2025-01-17 08:00:00,11.5,0.0465,0.0455,20.0,54.03,0.046,0.6,55.22,0.0458,54.35,SYN.BTC-17JAN25,93985.8133,0.5224,4e-05,79.18974,-131.76268,20.04497
deribit,BTC-31JAN25-93000-C,2025-01-01 00:01:09.473,2025-01-01 00:01:09.480965,call,93000.0,2025-01-31 08:00:00,96.9,0.077,0.0725,1.0,56.45,0.0735,18.5,57.77,0.0729,57.26,BTC-31JAN25,94389.72,0.56844,3e-05,106.95228,-100.95188,38.86864
deribit,BTC-17JAN25-92000-C,2025-01-01 00:01:09.476,2025-01-01 00:01:09.478985,call,92000.0,2025-01-17 08:00:00,10.1,0.0615,0.056,30.7,53.51,0.0575,0.9,55.95,0.0566,54.23,SYN.BTC-17JAN25,93983.9933,0.59613,4e-05,76.99928,-127.83191,22.69037
deribit,BTC-31JAN25-95000-P,2025-01-01 00:01:47.128,2025-01-01 00:01:47.134657,put,95000.0,2025-01-31 08:00:00,1079.2,0.0695,0.0685,36.4,57.04,0.0705,33.8,58.34,0.0695,57.51,BTC-31JAN25,94392.42,-0.48238,3e-05,108.44932,-102.81052,-43.29326
deribit,BTC-10JAN25-93000-C,2025-01-01 00:01:47.790,2025-01-01 00:01:47.797785,call,93000.0,2025-01-10 08:00:00,30.4,0.0385,0.038,2.7,52.25,0.039,13.4,54.63,0.0382,53.34,BTC-10JAN25,93778.46,0.55582,5e-05,59.23435,-169.28617,12.41096
deribit,BTC-31JAN25-94000-C,2025-01-01 00:01:51.402,2025-01-01 00:01:51.409702,call,94000.0,2025-01-31 08:00:00,613.2,0.067,0.0675,1.1,56.59,0.0685,19.3,57.9,0.0679,57.34,BTC-31JAN25,94397.95,0.54308,3e-05,107.92791,-102.01832,37.27928
deribit,BTC-17JAN25-96000-P,2025-01-01 00:01:52.581,2025-01-01 00:01:52.588253,put,96000.0,2025-01-17 08:00:00,16.2,0.0465,0.057,21.5,53.97,0.0595,23.4,56.36,0.0581,54.7,SYN.BTC-17JAN25,93988.19,-0.54981,4e-05,78.69603,-131.78732,-25.56616
deribit,BTC-1JAN25-93500-P,2025-01-01 00:01:52.614,2025-01-01 00:01:52.619742,put,93500.0,2025-01-01 08:00:00,29.4,0.005,0.0044,0.2,34.21,0.0055,31.8,42.54,0.0052,40.0,SYN.BTC-1JAN25,93430.5671,-0.52215,0.00035,11.22316,-224.46502,-0.44808
deribit,BTC-3JAN25-94000-P,2025-01-01 00:01:52.660,2025-01-01 00:01:52.663574,put,94000.0,2025-01-03 08:00:00,671.7,0.019,0.0185,48.4,52.06,0.02,30.0,55.2,0.0194,53.22,BTC-3JAN25,93575.93,-0.53388,0.0001,29.73149,-339.23754,-3.30759
deribit,BTC-31JAN25-96000-P,2025-01-01 00:01:52.690,2025-01-01 00:01:52.699420,put,96000.0,2025-01-31 08:00:00,682.2,0.0775,0.0745,28.6,57.13,0.077,34.3,58.87,0.0756,57.66,BTC-31JAN25,94399.85,-0.50719,3e-05,108.54619,-103.16994,-45.71909
deribit,BTC-31JAN25-95000-C,2025-01-01 00:01:52.699,2025-01-01 00:01:52.707377,call,95000.0,2025-01-31 08:00:00,692.9,0.0635,0.0625,34.0,56.95,0.064,24.3,57.82,0.0631,57.51,BTC-31JAN25,94399.85,0.51781,3e-05,108.45558,-102.81421,35.66777
deribit,BTC-3JAN25-94000-P,2025-01-01 00:01:52.995,2025-01-01 00:01:53.833902,put,94000.0,2025-01-03 08:00:00,671.7,0.019,0.0185,22.6,50.66,0.0195,0.5,55.38,0.0194,53.22,BTC-3JAN25,93585.53,-0.53292,0.0001,29.74056,-339.34672,-3.30186
deribit,BTC-17JAN25-96000-P,2025-01-01 00:01:53.410,2025-01-01 00:01:53.419694,put,96000.0,2025-01-17 08:00:00,16.2,0.0465,0.057,21.5,53.38,0.059,19.8,56.36,0.0581,54.7,SYN.BTC-17JAN25,93988.19,-0.54981,4e-05,78.69604,-131.78754,-25.56615
deribit,BTC-31JAN25-92000-C,2025-01-01 00:01:53.924,2025-01-01 00:01:53.927792,call,92000.0,2025-01-31 08:00:00,237.6,0.0785,0.078,1.0,56.38,0.079,1.0,57.73,0.0784,57.23,BTC-31JAN25,94407.48,0.59447,2e-05,105.51381,-99.53648,40.48452
deribit,BTC-1JAN25-93500-P,2025-01-01 00:01:54.671,2025-01-01 00:01:54.681144,put,93500.0,2025-01-01 08:00:00,29.4,0.005,0.0043,20.2,33.38,0.0055,24.0,42.54,0.0052,40.0,SYN.BTC-1JAN25,93430.5671,-0.52215,0.00035,11.22316,-224.47366,-0.44808
deribit,BTC-31JAN25-96000-P,2025-01-01 00:01:57.364,2025-01-01 00:01:57.368239,put,96000.0,2025-01-31 08:00:00,682.2,0.0775,0.0745,28.6,56.79,0.0765,2.7,58.96,0.0755,57.66,BTC-31JAN25,94418.01,-0.50673,3e-05,108.56926,-103.1919,-45.68288
deribit,BTC-10JAN25-94000-P,2025-01-01 00:01:57.583,2025-01-01 00:01:57.592042,put,94000.0,2025-01-10 08:00:00,92.4,0.036,0.0345,25.9,52.38,0.035,0.4,53.94,0.0352,53.45,BTC-10JAN25,93802.45,-0.49278,5e-05,59.82637,-171.31593,-12.66169
deribit,BTC-17JAN25-93000-C,2025-01-01 00:01:57.804,2025-01-01 00:01:57.808451,call,93000.0,2025-01-17 08:00:00,3.4,0.0565,0.0505,39.2,53.58,0.052,12.8,54.78,0.0511,54.27,SYN.BTC-17JAN25,94006.15,0.56007,4e-05,78.42935,-130.29921,21.40973
deribit,BTC-31JAN25-94000-P,2025-01-01 00:01:58.476,2025-01-01 00:01:58.484731,put,94000.0,2025-01-31 08:00:00,580.1,0.0645,0.063,24.8,56.88,0.064,1.0,58.19,0.0635,57.34,BTC-31JAN25,94418.45,-0.45639,3e-05,107.93592,-102.02502,-40.79496
deribit,BTC-17JAN25-95000-P,2025-01-01 00:02:02.901,2025-01-01 00:02:02.905093,put,95000.0,2025-01-17 08:00:00,21.4,0.0415,0.051,30.7,53.75,0.0525,30.8,56.12,0.0517,54.56,SYN.BTC-17JAN25,94014.74,-0.51301,4e-05,79.29529,-132.45226,-23.7552
deribit,BTC-10JAN25-95000-P,2025-01-01 00:02:04.021,2025-01-01 00:02:04.030366,put,95000.0,2025-01-10 08:00:00,71.9,0.035,0.0405,24.8,52.65,0.0415,3.0,55.02,0.0411,53.62,BTC-10JAN25,93811.55,-0.5414,5e-05,59.51951,-171.00199,-13.97146
deribit,BTC-10JAN25-94000-C,2025-01-01 00:02:06.966,2025-01-01 00:02:06.974920,call,94000.0,2025-01-10 08:00:00,139.7,0.033,0.033,20.1,52.47,0.0335,0.5,54.03,0.0331,53.44,BTC-10JAN25,93812.15,0.50771,5e-05,59.83121,-171.32334,11.38284
deribit,BTC-1JAN25-93500-P,2025-01-01 00:02:09.400,2025-01-01 00:02:09.404417,put,93500.0,2025-01-01 08:00:00,29.4,0.005,0.0042,1.6,33.74,0.0055,25.6,43.72,0.005,40.08,SYN.BTC-1JAN25,93455.8898,-0.51316,0.00035,11.23742,-225.17282,-0.44045
deribit,BTC-1JAN25-93500-P,2025-01-01 00:02:09.415,2025-01-01 00:02:09.425052,put,93500.0,2025-01-01 08:00:00,29.4,0.005,0.0041,21.8,33.74,0.0055,25.6,43.72,0.005,40.08,SYN.BTC-1JAN25,93455.8898,-0.51316,0.00035,11.23742,-225.17282,-0.44045
deribit,BTC-10JAN25-95000-P,2025-01-01 00:02:09.421,2025-01-01 00:02:09.427603,put,95000.0,2025-01-10 08:00:00,71.9,0.035,0.04,36.9,52.75,0.0415,9.0,54.32,0.0411,53.62,BTC-10JAN25,93821.29,-0.54092,5e-05,59.53315,-171.04389,-13.95992
deribit,BTC-31JAN25-92000-C,2025-01-01 00:02:09.533,2025-01-01 00:02:09.566386,call,92000.0,2025-01-31 08:00:00,237.6,0.0785,0.078,17.6,56.69,0.08,35.4,57.59,0.0786,57.23,BTC-31JAN25,94435.54,0.59517,2e-05,105.49967,-99.52899,40.53888
deribit,BTC-3JAN25-93000-C,2025-01-01 00:02:09.601,2025-01-01 00:02:09.608072,call,93000.0,2025-01-03 08:00:00,114.4,0.019,0.0195,38.2,50.4,0.021,28.8,53.59,0.0203,53.2,BTC-3JAN25,93612.31,0.5697,0.0001,29.39408,-335.26096,3.28536
deribit,BTC-10JAN25-93000-C,2025-01-01 00:02:09.801,2025-01-01 00:02:09.809540,call,93000.0,2025-01-10 08:00:00,30.4,0.0385,0.038,25.5,52.67,0.0395,14.5,54.25,0.0384,53.36,BTC-10JAN25,93821.29,0.55793,5e-05,59.21618,-169.28473,12.46125
deribit,BTC-17JAN25-92000-C,2025-01-01 00:02:09.801,2025-01-01 00:02:09.804848,call,92000.0,2025-01-17 08:00:00,10.1,0.0615,0.056,30.7,53.28,0.0585,29.7,55.11,0.0568,54.24,SYN.BTC-17JAN25,94016.6967,0.5973,4e-05,76.96746,-127.79763,22.73846
deribit,BTC-17JAN25-93000-C,2025-01-01 00:02:09.801,2025-01-01 00:02:09.805470,call,93000.0,2025-01-17 08:00:00,3.4,0.0565,0.0505,39.2,53.5,0.0525,37.9,55.3,0.0512,54.27,SYN.BTC-17JAN25,94017.1733,0.56047,4e-05,78.42642,-130.29832,21.4266
